Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,animal,location,object,eventno
140,1602317594894,10/10/2020 08:13:14,1602317594148,-7,10/10/2020 01:13:14,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,15,41,3,iti,fixation,timelimit_screen,495.1560000000027,,,,,0,1,0,,,1,,1,encoding_trial,flamingo,box,hairdressers,10
141,1602317595535,10/10/2020 08:13:15,1602317594692,-7,10/10/2020 01:13:14,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,46,42,1,fixation,fixation,fixation,544.653999999995,,,,,0,1,0,,,,,1,encoding_trial,bee,candle,lake,38
142,1602317601583,10/10/2020 08:13:21,1602317600685,-7,10/10/2020 01:13:20,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,46,42,2,stimuli,timelimit,timelimit_screen,5991.300000000003,,,,,0,1,0,,,1,,1,encoding_trial,bee,candle,lake,38
143,1602317602145,10/10/2020 08:13:22,1602317601180,-7,10/10/2020 01:13:21,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,46,42,3,iti,fixation,timelimit_screen,495.16300000000047,,,,,0,1,0,,,1,,1,encoding_trial,bee,candle,lake,38
144,1602317602705,10/10/2020 08:13:22,1602317601724,-7,10/10/2020 01:13:21,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,25,43,1,fixation,fixation,fixation,544.6800000000076,,,,,0,1,0,,,,,1,encoding_trial,koala,handbag,stadium,19
145,1602317608384,10/10/2020 08:13:28,1602317607716,-7,10/10/2020 01:13:27,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,25,43,2,stimuli,timelimit,timelimit_screen,5991.304999999993,,,,,0,1,0,,,1,,1,encoding_trial,koala,handbag,stadium,19
146,1602317608809,10/10/2020 08:13:28,1602317608211,-7,10/10/2020 01:13:28,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,25,43,3,iti,fixation,timelimit_screen,495.153999999995,,,,,0,1,0,,,1,,1,encoding_trial,koala,handbag,stadium,19
147,1602317609502,10/10/2020 08:13:29,1602317608754,-7,10/10/2020 01:13:28,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,59,44,1,fixation,fixation,fixation,544.6699999999983,,,,,0,1,0,,,,,1,encoding_trial,ostrich,flower,basement,50
148,1602317617297,10/10/2020 08:13:37,1602317614749,-7,10/10/2020 01:13:34,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,59,44,2,stimuli,timelimit,timelimit_screen,5991.22600000001,,,,,0,1,0,,,1,,1,encoding_trial,ostrich,flower,basement,50
149,1602317617900,10/10/2020 08:13:37,1602317615242,-7,10/10/2020 01:13:35,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,59,44,3,iti,fixation,timelimit_screen,495.18399999999383,,,,,0,1,0,,,1,,1,encoding_trial,ostrich,flower,basement,50
150,1602317617900,10/10/2020 08:13:37,1602317615785,-7,10/10/2020 01:13:35,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,31,45,1,fixation,fixation,fixation,544.6970000000001,,,,,0,1,0,,,,,1,encoding_trial,dragonfly,headphones,shed,25
151,1602317622443,10/10/2020 08:13:42,1602317621779,-7,10/10/2020 01:13:41,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,31,45,2,stimuli,timelimit,timelimit_screen,5991.327000000005,,,,,0,1,0,,,1,,1,encoding_trial,dragonfly,headphones,shed,25
152,1602317623042,10/10/2020 08:13:43,1602317622273,-7,10/10/2020 01:13:42,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,31,45,3,iti,fixation,timelimit_screen,495.15299999999115,,,,,0,1,0,,,1,,1,encoding_trial,dragonfly,headphones,shed,25
153,1602317623635,10/10/2020 08:13:43,1602317622817,-7,10/10/2020 01:13:42,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,57,46,1,fixation,fixation,fixation,544.6720000000059,,,,,0,1,0,,,,,1,encoding_trial,duck,jacket,windmill,48
154,1602317629492,10/10/2020 08:13:49,1602317628820,-7,10/10/2020 01:13:48,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,57,46,2,stimuli,timelimit,timelimit_screen,5990.87999999999,,,,,0,1,0,,,1,,1,encoding_trial,duck,jacket,windmill,48
155,1602317630046,10/10/2020 08:13:50,1602317629305,-7,10/10/2020 01:13:49,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,57,46,3,iti,fixation,timelimit_screen,495.79200000001583,,,,,0,1,0,,,1,,1,encoding_trial,duck,jacket,windmill,48
156,1602317630706,10/10/2020 08:13:50,1602317629848,-7,10/10/2020 01:13:49,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,48,47,1,fixation,fixation,fixation,544.625,,,,,0,1,0,,,,,1,encoding_trial,elephant,shoe,cinema,40
157,1602317636500,10/10/2020 08:13:56,1602317635841,-7,10/10/2020 01:13:55,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,48,47,2,stimuli,timelimit,timelimit_screen,5991.290999999997,,,,,0,1,0,,,1,,1,encoding_trial,elephant,shoe,cinema,40
158,1602317637095,10/10/2020 08:13:57,1602317636337,-7,10/10/2020 01:13:56,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,48,47,3,iti,fixation,timelimit_screen,495.13499999999476,,,,,0,1,0,,,1,,1,encoding_trial,elephant,shoe,cinema,40
159,1602317638424,10/10/2020 08:13:58,1602317637821,-7,10/10/2020 01:13:57,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,54,3,1,attention,Zone3,response_keyboard_single,1366.600000008475,,,1,1,1,0,0,,,,,,attention_check,,,,
160,1602317639019,10/10/2020 08:13:59,1602317638300,-7,10/10/2020 01:13:58,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,54,3,2,iti,fixation,timelimit_screen,495.1229999999923,,,,,0,1,0,,,1,,,attention_check,,,,
161,1602317639696,10/10/2020 08:13:59,1602317638843,-7,10/10/2020 01:13:58,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,60,48,1,fixation,fixation,fixation,544.6579999999958,,,,,0,1,0,,,,,1,encoding_trial,whale,necklace,vineyard,51
162,1602317645502,10/10/2020 08:14:05,1602317644836,-7,10/10/2020 01:14:04,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,60,48,2,stimuli,timelimit,timelimit_screen,5991.516000000018,,,,,0,1,0,,,1,,1,encoding_trial,whale,necklace,vineyard,51
163,1602317646347,10/10/2020 08:14:06,1602317645338,-7,10/10/2020 01:14:05,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,60,48,3,iti,fixation,timelimit_screen,495.0799999999872,,,,,0,1,0,,,1,,1,encoding_trial,whale,necklace,vineyard,51
164,1602317647003,10/10/2020 08:14:07,1602317646040,-7,10/10/2020 01:14:06,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,22,49,1,fixation,fixation,fixation,709.6659999999974,,,,,0,1,0,,,,,1,encoding_trial,badger,chainsaw,gym,17
165,1602317652850,10/10/2020 08:14:12,1602317652033,-7,10/10/2020 01:14:12,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,22,49,2,stimuli,timelimit,timelimit_screen,5990.885999999999,,,,,0,1,0,,,1,,1,encoding_trial,badger,chainsaw,gym,17
166,1602317653444,10/10/2020 08:14:13,1602317652527,-7,10/10/2020 01:14:12,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,22,49,3,iti,fixation,timelimit_screen,495.74199999999837,,,,,0,1,0,,,1,,1,encoding_trial,badger,chainsaw,gym,17
167,1602317653928,10/10/2020 08:14:13,1602317653071,-7,10/10/2020 01:14:13,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,38,50,1,fixation,fixation,fixation,544.6570000000065,,,,,0,1,0,,,,,1,encoding_trial,lion,umbrella,park,31
168,1602317659709,10/10/2020 08:14:19,1602317659063,-7,10/10/2020 01:14:19,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,38,50,2,stimuli,timelimit,timelimit_screen,5991.000000000029,,,,,0,1,0,,,1,,1,encoding_trial,lion,umbrella,park,31
169,1602317660256,10/10/2020 08:14:20,1602317659559,-7,10/10/2020 01:14:19,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,38,50,3,iti,fixation,timelimit_screen,495.1459999999497,,,,,0,1,0,,,1,,1,encoding_trial,lion,umbrella,park,31
170,1602317660900,10/10/2020 08:14:20,1602317660103,-7,10/10/2020 01:14:20,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,18,51,1,fixation,fixation,fixation,545.0520000000251,,,,,0,1,0,,,,,1,encoding_trial,chicken,ball,forest,13
171,1602317666772,10/10/2020 08:14:26,1602317666104,-7,10/10/2020 01:14:26,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,18,51,2,stimuli,timelimit,timelimit_screen,5991.315000000002,,,,,0,1,0,,,1,,1,encoding_trial,chicken,ball,forest,13
172,1602317667397,10/10/2020 08:14:27,1602317666589,-7,10/10/2020 01:14:26,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,18,51,3,iti,fixation,timelimit_screen,495.17599999997765,,,,,0,1,0,,,1,,1,encoding_trial,chicken,ball,forest,13
173,1602317668039,10/10/2020 08:14:28,1602317667133,-7,10/10/2020 01:14:27,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,6,52,1,fixation,fixation,fixation,544.7090000000317,,,,,0,1,0,,,,,1,encoding_trial,snake,kite,classroom,2
174,1602317673778,10/10/2020 08:14:33,1602317673126,-7,10/10/2020 01:14:33,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,6,52,2,stimuli,timelimit,timelimit_screen,5991.424999999988,,,,,0,1,0,,,1,,1,encoding_trial,snake,kite,classroom,2
175,1602317674356,10/10/2020 08:14:34,1602317673620,-7,10/10/2020 01:14:33,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,6,52,3,iti,fixation,timelimit_screen,495.1620000000112,,,,,0,1,0,,,1,,1,encoding_trial,snake,kite,classroom,2
176,1602317675000,10/10/2020 08:14:35,1602317674165,-7,10/10/2020 01:14:34,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,21,53,1,fixation,fixation,fixation,544.6669999999867,,,,,0,1,0,,,,,1,encoding_trial,hamster,statue,cruise ship,16
177,1602317680897,10/10/2020 08:14:40,1602317680177,-7,10/10/2020 01:14:40,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,21,53,2,stimuli,timelimit,timelimit_screen,6007.8490000000165,,,,,0,1,0,,,1,,1,encoding_trial,hamster,statue,cruise ship,16
178,1602317681648,10/10/2020 08:14:41,1602317680668,-7,10/10/2020 01:14:40,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,21,53,3,iti,fixation,timelimit_screen,495.1729999999807,,,,,0,1,0,,,1,,1,encoding_trial,hamster,statue,cruise ship,16
179,1602317682319,10/10/2020 08:14:42,1602317681212,-7,10/10/2020 01:14:41,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,45,54,1,fixation,fixation,fixation,544.689000000013,,,,,0,1,0,,,,,1,encoding_trial,horse,phone,kitchen,37
180,1602317687873,10/10/2020 08:14:47,1602317687206,-7,10/10/2020 01:14:47,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,45,54,2,stimuli,timelimit,timelimit_screen,5991.391999999993,,,,,0,1,0,,,1,,1,encoding_trial,horse,phone,kitchen,37
181,1602317688468,10/10/2020 08:14:48,1602317687700,-7,10/10/2020 01:14:47,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,45,54,3,iti,fixation,timelimit_screen,495.17800000001444,,,,,0,1,0,,,1,,1,encoding_trial,horse,phone,kitchen,37
182,1602317688882,10/10/2020 08:14:48,1602317688243,-7,10/10/2020 01:14:48,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,53,55,1,fixation,fixation,fixation,544.6619999999821,,,,,0,1,0,,,,,1,encoding_trial,aardvark,pen,nightclub,45
183,1602317694896,10/10/2020 08:14:54,1602317694236,-7,10/10/2020 01:14:54,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,53,55,2,stimuli,timelimit,timelimit_screen,5991.429000000004,,,,,0,1,0,,,1,,1,encoding_trial,aardvark,pen,nightclub,45
184,1602317695436,10/10/2020 08:14:55,1602317694731,-7,10/10/2020 01:14:54,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,53,55,3,iti,fixation,timelimit_screen,495.15399999998044,,,,,0,1,0,,,1,,1,encoding_trial,aardvark,pen,nightclub,45
185,1602317696091,10/10/2020 08:14:56,1602317695274,-7,10/10/2020 01:14:55,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,29,56,1,fixation,fixation,fixation,544.6670000000158,,,,,0,1,0,,,,,1,encoding_trial,dolphin,wallet,balcony,23
186,1602317702024,10/10/2020 08:15:02,1602317701267,-7,10/10/2020 01:15:01,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,29,56,2,stimuli,timelimit,timelimit_screen,5991.376000000018,,,,,0,1,0,,,1,,1,encoding_trial,dolphin,wallet,balcony,23
187,1602317702556,10/10/2020 08:15:02,1602317701763,-7,10/10/2020 01:15:01,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,encoding,29,56,3,iti,fixation,timelimit_screen,495.1699999999837,,,,,0,1,0,,,1,,1,encoding_trial,dolphin,wallet,balcony,23
188,1602317702556,10/10/2020 08:15:02,1602317701766,-7,10/10/2020 01:15:01,20655,19,task-mr21,,7156415,BLIND,2080731,,complete,,5f816aa7ec8934220f25b783,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,780x360,980x105,,Encoding,16,7,attention-pass,screenout,encoding,,,END TASK,,,,,182372,,,,,0,1,0,,,,,,,,,,
1,1602317141230,10/10/2020 08:05:41,1602317142411,-4,10/10/2020 04:05:42,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1602317227368,10/10/2020 08:07:07,1602317228602,-4,10/10/2020 04:07:08,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,1,1,1,inst1,Zone2,continue_button,86112,,,,,0,1,0,,,,,,instructions,,,,
3,1602317235213,10/10/2020 08:07:15,1602317236413,-4,10/10/2020 04:07:16,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,1,1,2,inst2,advancementZone,continue_button,7789,,,,,0,1,0,,,,,,instructions,,,,
4,1602317248057,10/10/2020 08:07:28,1602317249252,-4,10/10/2020 04:07:29,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,1,1,3,inst3,Zone5,continue_button,12820,,,,,0,1,0,,,,,,instructions,,,,
5,1602317248544,10/10/2020 08:07:28,1602317249752,-4,10/10/2020 04:07:29,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,1,1,4,iti,fixation,timelimit_screen,500,,,,,0,1,0,,,1,,,instructions,,,,
6,1602317249091,10/10/2020 08:07:29,1602317250300,-4,10/10/2020 04:07:30,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,2,1,1,fixation,fixation,fixation,550,,,,,0,1,0,,,,,,encoding_trial,meerkat,map,airport,55
7,1602317255118,10/10/2020 08:07:35,1602317256284,-4,10/10/2020 04:07:36,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,2,1,2,stimuli,timelimit,timelimit_screen,5983.320000000007,,,,,0,1,0,,,1,,,encoding_trial,meerkat,map,airport,55
8,1602317255572,10/10/2020 08:07:35,1602317256784,-4,10/10/2020 04:07:36,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,2,1,3,iti,fixation,timelimit_screen,500,,,,,0,1,0,,,1,,,encoding_trial,meerkat,map,airport,55
9,1602317256103,10/10/2020 08:07:36,1602317257332,-4,10/10/2020 04:07:37,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,3,2,1,fixation,fixation,fixation,550,,,,,0,1,0,,,,,,encoding_trial,shark,torch,campsite,56
10,1602317262091,10/10/2020 08:07:42,1602317263316,-4,10/10/2020 04:07:43,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,3,2,2,stimuli,timelimit,timelimit_screen,5985.119999999995,,,,,0,1,0,,,1,,,encoding_trial,shark,torch,campsite,56
11,1602317262591,10/10/2020 08:07:42,1602317263816,-4,10/10/2020 04:07:43,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,3,2,3,iti,fixation,timelimit_screen,500,,,,,0,1,0,,,1,,,encoding_trial,shark,torch,campsite,56
12,1602317271047,10/10/2020 08:07:51,1602317272253,-4,10/10/2020 04:07:52,20655,19,task-mr21,,7156419,BLIND,2080734,,complete,,5f816aa2552aab0107c456d1,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1920x1080,1276x949,,Encoding,16,5,attention-pass,attention-pass,encoding,encoding,4,1,1,Screen 1,advancementZone,continue_button,8424,,,,,0,1,0,,,,,,end_practice,,,,
