participant_private_id,trial_number,display,reaction_time,response,cue,category_cue,target,eventno,pairtype,untested_element,accuracy,typed_response,accuracy_types
2069365,5,retrieval_trial,3557,television,mouse,OBJECT,television,53,AO,L,1,television,1
2069365,6,retrieval_trial,3694,house,pen,LOCATION,nightclub,45,OL,A,error,house,error
2069365,7,retrieval_trial,2135,car park,binoculars,LOCATION,car park,44,OL,A,1,carpark,1
2069365,8,retrieval_trial,2932,feather,ostrich,OBJECT,flower,50,AO,L,error,feather,error
2069365,9,retrieval_trial,3754,house,toothbrush,LOCATION,cave,46,OL,A,error,house,error
2069365,10,retrieval_trial,6755,beach,jacket,LOCATION,windmill,48,OL,A,error,beach,wc_event_error
2069365,11,retrieval_trial,5184,necklace,whale,OBJECT,necklace,51,AO,L,1,necklace,1
2069365,12,retrieval_trial,5433,cat,kitchen,ANIMAL,horse,37,LA,O,error,cat,wc_event_error
2069365,13,retrieval_trial,8209,paper,crab,OBJECT,calculator,52,AO,L,error,paper,error
2069365,14,retrieval_trial,2753,rabbit,swimming pool,ANIMAL,rabbit,42,LA,O,1,rabbit,1
2069365,15,retrieval_trial,3505,sunglasses,beaver,OBJECT,hammer,54,AO,L,error,sunglasses,error
2069365,16,retrieval_trial,3288,elephant,cinema,ANIMAL,elephant,40,LA,O,1,elephant,1
2069365,17,retrieval_trial,6599,cat,lake,ANIMAL,bee,38,LA,O,error,cat,wc_event_error
2069365,18,retrieval_trial,5931,elephant,scissors,LOCATION,casino,43,OL,A,error,elephant,be_cat_error
2069365,19,retrieval_trial,5310,paper,lobster,OBJECT,screwdriver,49,AO,L,error,paper,error
2069365,20,retrieval_trial,4243,tiger,library,ANIMAL,penguin,41,LA,O,error,tiger,wc_event_error
2069365,21,retrieval_trial,1676,lake,bee,LOCATION,lake,38,AL,O,1,lake,1
2069365,22,retrieval_trial,3004,squirrel,nightclub,OBJECT,pen,45,LO,A,error,squirrel,be_cat_error
2069365,23,retrieval_trial,2031,mouse,television,ANIMAL,mouse,53,OA,L,1,mouse,1
2069365,24,retrieval_trial,2274,whale,necklace,ANIMAL,whale,51,OA,L,1,whale,1
2069365,25,retrieval_trial,8642,dog,hammer,ANIMAL,beaver,54,OA,L,error,dog,wc_event_error
2069365,26,retrieval_trial,3629,garage,penguin,LOCATION,library,41,AL,O,error,garage,wc_event_error
2069365,27,retrieval_trial,5689,crab,calculator,ANIMAL,crab,52,OA,L,1,crab,1
2069365,28,retrieval_trial,5217,jacket,windmill,OBJECT,jacket,48,LO,A,1,jacket,1
2069365,29,retrieval_trial,7552,paper,cave,OBJECT,toothbrush,46,LO,A,error,paper,error
2069365,30,retrieval_trial,5870,lobster,screwdriver,ANIMAL,lobster,49,OA,L,1,lobster,1
2069365,31,retrieval_trial,5164,garage,squirrel,LOCATION,supermarket,39,AL,O,error,garage,wc_event_error
2069365,32,retrieval_trial,3704,swimming pool,rabbit,LOCATION,swimming pool,42,AL,O,1,swimming pool,1
2069365,33,retrieval_trial,6783,watch,car park,OBJECT,binoculars,44,LO,A,error,watch,error
2069365,34,retrieval_trial,1650,kitchen,horse,LOCATION,kitchen,37,AL,O,1,kitchen,1
2069365,35,retrieval_trial,5068,dog,flower,ANIMAL,ostrich,50,OA,L,error,dog,wc_event_error
2069365,36,retrieval_trial,3051,pen,casino,OBJECT,scissors,43,LO,A,error,pen,wc_event_error
2069365,37,retrieval_trial,3127,cinema,elephant,LOCATION,cinema,40,AL,O,1,cinema,1
2069365,38,retrieval_trial,5434,game,harbour,OBJECT,jigsaw,47,LO,A,error,game,error
2069522,3,retrieval_trial,1450,horse,kitchen,ANIMAL,horse,37,LA,O,1,horse,1
2069522,4,retrieval_trial,3016,elephant,cinema,ANIMAL,elephant,40,LA,O,1,elephant,1
2069522,5,retrieval_trial,2081,peacock,jigsaw,LOCATION,harbour,47,OL,A,error,peacock,we_cat_error
2069522,6,retrieval_trial,5097,cow,library,ANIMAL,penguin,41,LA,O,error,cow,wc_event_error
2069522,7,retrieval_trial,9984.60000000001,NA,pen,LOCATION,nightclub,45,OL,A,error,NA,miss
2069522,8,retrieval_trial,9984.66,chalk,lobster,OBJECT,screwdriver,49,AO,L,error,chalk,error
2069522,9,retrieval_trial,7076,pig,lake,ANIMAL,bee,38,LA,O,error,pig,wc_event_error
2069522,10,retrieval_trial,2574,octopus,scissors,LOCATION,casino,43,OL,A,error,octopus,we_cat_error
2069522,11,retrieval_trial,6836,ball,beaver,OBJECT,hammer,54,AO,L,error,ball,wc_event_error
2069522,12,retrieval_trial,9385,pen,ostrich,OBJECT,flower,50,AO,L,error,pen,wc_event_error
2069522,13,retrieval_trial,9983.98000000001,vineyard,whale,OBJECT,necklace,51,AO,L,error,vineyard,we_cat_error
2069522,14,retrieval_trial,4419,beach,binoculars,LOCATION,car park,44,OL,A,error,beach,wc_event_error
2069522,15,retrieval_trial,5486,squirrel,supermarket,ANIMAL,squirrel,39,LA,O,1,squirrel,1
2069522,16,retrieval_trial,2653,rabbit,swimming pool,ANIMAL,rabbit,42,LA,O,1,rabbit,1
2069522,17,retrieval_trial,7489,ticket,mouse,OBJECT,television,53,AO,L,error,ticket,error
2069522,18,retrieval_trial,2801,cave,toothbrush,LOCATION,cave,46,OL,A,1,cave,1
2069522,19,retrieval_trial,4620,downtown,jacket,LOCATION,windmill,48,OL,A,error,downtown,error
2069522,20,retrieval_trial,7028,glasses,crab,OBJECT,calculator,52,AO,L,error,glasses,wc_event_error
2069522,21,retrieval_trial,9074,pig,flower,ANIMAL,ostrich,50,OA,L,error,pig,wc_event_error
2069522,22,retrieval_trial,1675,octopus,casino,OBJECT,scissors,43,LO,A,error,octopus,we_cat_error
2069522,23,retrieval_trial,2013,toothbrush,cave,OBJECT,toothbrush,46,LO,A,1,toothbrush,1
2069522,24,retrieval_trial,7637,pig,hammer,ANIMAL,beaver,54,OA,L,error,pig,wc_event_error
2069522,25,retrieval_trial,6866,cinema,elephant,LOCATION,cinema,40,AL,O,1,cinema,1
2069522,26,retrieval_trial,3007,beach,penguin,LOCATION,library,41,AL,O,error,beach,wc_event_error
2069522,27,retrieval_trial,9984.64000000001,NA,nightclub,OBJECT,pen,45,LO,A,error,NA,miss
2069522,28,retrieval_trial,2530,grocery store,squirrel,LOCATION,supermarket,39,AL,O,1,grocery store,1
2069522,29,retrieval_trial,3908,knife,windmill,OBJECT,jacket,48,LO,A,error,knife,error
2069522,30,retrieval_trial,7592,pig,necklace,ANIMAL,whale,51,OA,L,error,pig,wc_event_error
2069522,31,retrieval_trial,2959,crab,calculator,ANIMAL,crab,52,OA,L,1,crab,1
2069522,32,retrieval_trial,2316,kitchen,horse,LOCATION,kitchen,37,AL,O,1,kitchen,1
2069522,33,retrieval_trial,2275,binoculars,car park,OBJECT,binoculars,44,LO,A,1,binoculars,1
2069522,34,retrieval_trial,8415,sheep,television,ANIMAL,mouse,53,OA,L,error,sheep,wc_event_error
2069522,35,retrieval_trial,3423,jigsaw,harbour,OBJECT,jigsaw,47,LO,A,1,jigsaw,1
2069522,36,retrieval_trial,7285,restaraunt,bee,LOCATION,lake,38,AL,O,error,restaraunt,wc_event_error
2069522,37,retrieval_trial,6107,pig,screwdriver,ANIMAL,lobster,49,OA,L,error,pig,wc_event_error
2069522,38,retrieval_trial,7912,beach,rabbit,LOCATION,swimming pool,42,AL,O,error,beach,wc_event_error
2075946,3,retrieval_trial,4823.28999997117,giraffe,swimming pool,ANIMAL,rabbit,42,LA,O,error,giraffe,wc_event_error
2075946,4,retrieval_trial,4418.63999998895,meerkat,scissors,LOCATION,casino,43,OL,A,error,meerkat,be_cat_error
2075946,5,retrieval_trial,3489.25000004238,flower,ostrich,OBJECT,flower,50,AO,L,1,flower,1
